time,pwm,ax,ay,az,gx,gy,gz,vibration,label
5562340,150,-0.2500,0.0541,-0.1272,1.88,7.25,20.80,0.3227,1
5562350,150,0.0045,-0.4352,0.0422,-6.96,5.44,7.53,0.3344,1
5562360,150,0.1854,0.0736,0.1474,1.08,-5.60,-19.56,0.3401,1
5562370,150,-0.0031,-0.1658,0.0457,-0.81,9.53,10.50,0.3169,1
5562380,150,-0.1772,-0.4007,-0.0108,-2.55,5.04,-11.08,0.3378,1
5562390,150,-0.1752,0.1282,-0.1476,1.11,-6.27,-5.56,0.3435,1
5562400,150,0.0853,-0.1606,0.0957,-0.07,6.65,11.11,0.3092,1
5562410,150,-0.0336,-0.3744,0.1051,-2.61,3.89,-20.86,0.3098,1
5562420,150,-0.1001,-0.2288,0.0672,-2.51,10.05,16.94,0.3180,1
5562430,150,0.1506,-0.1561,0.1603,-4.73,1.72,9.11,0.3097,1
5562440,150,0.1390,-0.0938,0.1238,-1.00,1.05,-20.90,0.3035,1
5562450,150,-0.3115,-0.0902,-0.1338,-0.25,6.55,9.84,0.2920,1
5562460,150,-0.0669,-0.2336,0.0231,-5.23,2.61,11.92,0.2917,1
5562470,150,0.3042,-0.0346,0.1941,2.69,-0.94,-8.43,0.3087,1
5562480,150,-0.1987,-0.2091,0.0112,-0.37,8.88,-12.92,0.2905,1
5562490,150,-0.2493,-0.2967,-0.1274,0.41,5.30,-1.11,0.3068,1
5562500,150,-0.0956,0.1778,-0.0565,-1.58,-7.56,-4.30,0.3071,1
5562510,150,0.1099,-0.3738,0.1762,-2.76,10.68,31.41,0.3120,1
5562520,150,0.1173,-0.3192,0.0815,-7.38,-1.67,-13.50,0.3208,1
5562530,150,-0.1086,-0.0468,-0.0435,-1.08,-2.12,15.40,0.3118,1
5562540,150,0.1473,-0.0558,0.0780,-5.11,2.43,3.77,0.3098,1
5562550,150,-0.0438,-0.3549,0.1066,2.12,6.58,-12.40,0.3124,1
5562560,150,-0.3446,-0.1788,-0.1609,-7.09,2.31,7.08,0.3306,1
5562570,150,0.1189,-0.0349,0.0472,-0.79,-4.12,13.28,0.3129,1
5562580,150,0.1590,0.0223,0.2031,0.13,5.08,-1.75,0.3103,1
5562590,150,-0.2438,-0.1305,-0.1091,-2.89,8.66,14.74,0.2974,1
5562600,150,-0.1097,-0.4726,0.0125,-4.33,1.50,0.18,0.3281,1
5562610,150,0.0228,0.2008,0.0236,0.97,-5.35,-8.47,0.3058,1
5562620,150,-0.0123,-0.2183,0.0677,-2.64,9.65,23.30,0.2941,1
5562630,150,-0.1141,-0.4516,0.0376,-4.05,3.06,-11.77,0.3267,1
5562640,150,-0.0443,0.0770,-0.0600,1.27,-5.16,-8.66,0.3237,1
5562650,150,-0.0189,-0.1229,0.0927,-4.05,4.75,1.31,0.3054,1
5562660,150,-0.1976,-0.2036,-0.0775,1.36,6.57,5.63,0.2903,1
5562670,150,-0.1041,-0.2902,-0.0173,-7.58,-4.37,1.20,0.3034,1
5562680,150,0.1262,0.0293,0.1230,-2.48,0.31,11.90,0.2976,1
5562690,150,-0.0145,-0.3581,0.0552,-1.00,6.40,2.59,0.3047,1
5562700,150,-0.1747,-0.2492,-0.0368,-4.63,0.17,-9.56,0.2805,1
5562710,150,-0.0449,0.0941,-0.0593,3.64,-1.53,6.49,0.2757,1
5562720,150,0.0440,-0.2840,0.1523,0.89,6.64,-1.09,0.2852,1
5562730,150,-0.0684,-0.1422,-0.0130,-6.06,3.50,0.18,0.2490,1
5562740,150,-0.1285,-0.1021,-0.0386,-1.45,-1.82,13.26,0.2524,1
5562750,150,0.0765,-0.3222,0.1452,-0.72,5.11,-4.27,0.2727,1
5562760,150,-0.0987,-0.1313,-0.0054,-5.89,2.23,-14.01,0.2616,1
5562770,150,-0.1925,-0.1139,-0.0651,2.18,1.85,13.21,0.2536,1
5562780,150,0.1476,-0.0888,0.0834,-4.15,-4.87,-9.15,0.2545,1
5562790,150,-0.1260,-0.1216,0.0583,-1.28,5.56,16.23,0.2346,1
5562800,150,0.0185,-0.0468,0.0712,0.15,-2.19,-14.95,0.2154,1
5562810,150,-0.0467,0.0447,0.0452,0.64,-7.03,-8.33,0.2135,1
5562820,150,-0.0854,-0.1652,0.0303,0.90,10.95,19.94,0.1963,1
5562830,150,0.0384,-0.3830,0.0983,-5.92,1.20,-10.44,0.2276,1
5562840,150,-0.0786,0.1697,-0.0322,2.62,-4.06,2.73,0.2293,1
5562850,150,0.0764,-0.2683,0.0880,-2.55,7.61,8.31,0.2192,1
5562860,150,-0.0034,-0.2867,0.0205,-4.34,0.97,-16.04,0.2316,1
5562870,150,-0.1390,0.2389,-0.0611,4.07,-6.11,-5.15,0.2371,1
5562880,150,0.0246,-0.2823,0.1110,-0.99,12.86,16.80,0.2486,1
5562890,150,0.0484,-0.2815,0.0714,-6.02,-1.35,-16.69,0.2590,1
5562900,150,-0.1260,-0.0724,-0.0245,-1.40,-0.15,16.27,0.2617,1
5562910,150,0.1055,-0.1448,0.0984,-4.27,4.09,3.53,0.2684,1
5562920,150,-0.2676,-0.3647,-0.0150,-0.15,5.73,-3.54,0.2983,1
5562930,150,-0.0312,-0.2637,-0.0325,-6.30,-1.63,1.38,0.2835,1
5562940,150,0.1403,0.1010,0.1652,-0.14,-1.94,-12.18,0.2872,1
5562950,150,-0.2126,-0.1775,-0.1011,0.86,8.27,20.07,0.2874,1
5562960,150,-0.0652,-0.3207,0.0149,-10.37,-1.85,5.00,0.2917,1
5562970,150,0.1022,-0.0905,0.0625,-0.79,1.27,11.95,0.2816,1
5562980,150,-0.1674,-0.3737,0.0141,-0.38,6.21,-1.47,0.2947,1
5562990,150,-0.0864,-0.3155,-0.0257,-5.07,-1.18,-2.39,0.2982,1
5563000,150,0.1722,0.0313,0.1367,-0.21,1.70,5.21,0.3028,1
5563010,150,-0.1233,-0.4017,0.0719,1.75,9.46,-0.68,0.3251,1
5563090,150,-0.1779,-0.3209,-0.0849,-5.81,3.63,14.34,0.3036,1
5563100,150,0.0606,-0.3114,0.1524,3.60,2.50,-9.95,0.3156,1
5563110,150,-0.0549,-0.2185,0.0016,-7.25,5.11,-1.14,0.2941,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5563320,150,-0.1131,-0.2422,0.0744,-4.61,2.47,-12.46,0.3367,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3452,0.1791,-2.06,2.49,-0.51,0.24600,1
5565971,150,0.1428,-0.3417,-0.0116,-4.88,0.82,-3.58,0.245,1
5565981,150,-0.1215,-0.1217,-0.0116,-4.88,0.82,-3.58,0.245,1
5565981,150,-0.1215,-0.1217,-0.0116,-4.88,0.82,-3.58,0.245,1
5565981,150,-0.1215,-0.1217,-0.0116,-4.88,0.82,-3.58,0.245,1
5565981,150,-0.1215,-0.1217,-0.0116,-4.88,0.82,-3.58,0.245,1
5565981,150,-0.1215,-0.1217,-0.0116,-4.88,0.82,-3.58,0.245,1
5568281,150,0.0289,-0.2487,0.0748,-0.31,-0.29,-7.50,0.2483,1
5568291,150,-0.0008,0.0324,0.0310,-0.65,-2.18,-0.96,0.2299,1
5568301,150,-0.0618,0.0324,0.0310,-0.65,-2.18,-0.96,0.2299,1
5568301,150,-0.0618,0.0324,0.0310,-0.65,-2.18,-0.96,0.2299,1
5568301,150,-0.0618,0.0324,0.0310,-0.65,-2.18,-0.96,0.2299,1
5568301,150,-0.0618,0.0324,0.0310,-0.65,-2.18,-0.96,0.2299,1
5568301,150,-0.0618,0.0324,0.0310,-0.65,-2.18,-0.96,0.2299,1
5568301,150,-0.0618,0.0324,0.0310,-0.65,-2.18,-0.96,0.2299,1
5568301,150,-0.0618,0.0324,0.0310,-0.65,-2.18,-0.96,0.2299,1
5568301,150,-0.0613,-0.2794,0.0532,-3.50,10.66,13.55,0.2238,1
5568431,150,-0.0227,-0.1385,0.0710,-7.44,-2.46,-19.85,0.2401,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,2.38,18.53,0.251,1
5568441,150,-0.1869,-0.1383,-0.1309,-0.40,.78,-4.37,0.26550,1
5568451,150,0.1161,-0.2953,0.1726,-0.11,4.78,-4.37,0.26550,1
5568991,150,-0.0721,-0.2098,0.0482,-7.85,-7.85,-7.85,0.1828,1
5569001,150,0.0721,-0.2098,0.0482,-7.85,-7.85,-7.85,0.1828,1
5569001,150,0.0721,-0.2098,0.0482,-7.85,-7.85,-7.85,0.1828,1
5569001,150,0.0137,-0.1838,0.0166,-2.12,1.47,1.45,0.1874,1
5569011,150,-0.0488,-0.2098,0.0460,-2.26,1.38,-0.78,0.1903,1
5569021,150,-0.0767,-0.1504,-0.0320,-1.46,1.07,1.71,0.1925,1
5569031,150,-0.0636,-0.1942,0.0480,-2.35,3.75,0.64,0.1891,1
5569041,150,0.0005,-0.1021,0.0031,-0.31,0.02,2.00,0.1778,1
5569051,150,-0.0898,-0.2082,0.0294,-3.27,3.68,6.12,0.1886,1
5569061,150,0.0305,-0.2126,0.0363,-1.71,2.35,1.37,0.1944,1
5569071,150,-0.0253,-0.1981,0.0534,-2.79,1.34,-2.86,0.1942,1
5569081,150,-0.0604,-0.1053,-0.0212,-0.53,-0.50,2.12,0.1939,1
5569091,150,-0.0538,-0.2206,0.0681,-1.98,5.69,4.01,0.1951,1
5569101,150,0.0098,-0.1631,0.0186,-2.16,0.04,-0.69,0.1932,1
5569111,150,-0.0998,-0.1768,0.0025,-2.56,1.28,8.21,0.1913,1
5569121,150,-0.0051,-0.2266,0.0275,-1.21,3.13,1.30,0.1972,1
5569131,150,-0.0201,-0.1860,0.0442,-3.79,2.11,-1.49,0.1954,1
5569141,150,-0.0972,-0.1572,-0.0257,-1.73,0.87,2.73,0.2015,1
5569151,150,-0.0055,-0.2083,0.0580,-2.05,4.95,1.40,0.2001,1
5569161,150,-0.0013,-0.1181,0.0340,-1.49,-0.37,-1.12,0.1919,1
5569171,150,-0.0977,-0.1894,-0.0115,-1.99,2.47,10.38,0.1926,1
5569181,150,0.0190,-0.2780,0.0567,-1.85,3.47,0.20,0.2090,1
5569191,150,0.0076,-0.1408,0.0377,-2.05,1.69,-2.95,0.2004,1
5569201,150,-0.0942,-0.1629,-0.0030,-2.23,-0.14,2.26,0.2025,1
5569211,150,-0.0867,-0.1841,0.0136,-1.04,6.52,4.48,0.2026,1
5569221,150,-0.0016,-0.1693,0.0629,-2.25,0.20,-4.65,0.1977,1
5569231,150,-0.0586,-0.1269,-0.0104,-1.79,1.27,8.19,0.1933,1
5569241,150,-0.0756,-0.2596,0.0220,-2.50,1.85,3.48,0.2031,1
5569251,150,-0.0010,-0.2264,0.0270,-3.02,2.02,0.02,0.2044,1
5569261,150,-0.0268,-0.1811,0.0548,-1.79,1.44,-1.77,0.2095,1
5569271,150,0.0103,-0.0992,0.0157,-1.03,1.27,-0.28,0.2009,1
5569281,150,-0.0479,-0.1356,0.0476,-0.79,1.36,1.79,0.1860,1
5569291,150,-0.0054,-0.1798,0.0192,-1.78,3.46,5.45,0.1890,1
5569301,150,-0.0257,-0.1945,0.0621,-2.29,0.98,-1.16,0.1908,1
5569311,150,-0.0290,-0.1585,-0.0093,-1.56,0.33,3.49,0.1867,1
5569321,150,-0.0538,-0.2270,0.0527,-1.88,4.27,0.49,0.1932,1
5569331,150,0.0281,-0.1197,0.0227,-0.94,0.85,-4.25,0.1922,1
5569341,150,-0.0928,-0.1189,0.0219,-1.24,0.94,0.82,0.1786,1
5569351,150,-0.0518,-0.1489,-0.0311,-0.45,1.84,8.02,0.1711,1
5569361,150,-0.0557,-0.2660,0.0679,-3.98,4.31,4.12,0.1829,1
5569371,150,0.0180,-0.1848,0.0142,-2.25,1.47,-0.92,0.1895,1
5569381,150,-0.0574,-0.1856,0.0461,-1.11,0.14,-1.72,0.1939,1
5569391,150,-0.0649,-0.1328,-0.0241,-1.47,3.47,3.04,0.1912,1
5569401,150,-0.0440,-0.1994,0.0714,-1.56,3.02,-1.87,0.1924,1
5569411,150,-0.0114,-0.0847,-0.0069,-0.44,-0.57,2.92,0.1875,1
5569421,150,-0.1216,-0.2215,0.0142,-4.42,4.77,9.27,0.1893,1
5569431,150,0.0089,-0.2483,0.0211,-2.28,2.92,0.32,0.2012,1
5569441,150,-0.0532,-0.1315,0.0364,-1.97,0.26,-4.96,0.2008,1
5569451,150,-0.1276,-0.1488,-0.0641,-2.85,3.23,8.04,0.2049,1
5569461,150,0.0089,-0.2210,0.0792,-0.98,2.56,-1.46,0.1991,1
5569471,150,0.0242,-0.0737,0.0344,0.31,-1.48,1.78,0.1921,1
5569481,150,-0.1235,-0.2486,0.0094,-3.17,5.55,8.81,0.2016,1
